pair	gene name1	gene name2	Uniprot1	Uniprot2	PPI Score	ourID	Phys_BioGRID	Gen_BioGRID	string	ExpCont	PDB_complex	UniFun1	UniFun2	KEGG1	KEGG2	Uniloc1	Uniloc2	Phob1	Phob2	KEGGpath1	KEGGpath2	UniPubsInt	UniPubsU	Human	pdbmono1	pdbmono2	orf_name1	orf_name2	orf_name_a	orf_name_b
Q0105_YJL166W	COB	QCR8	P00163	P08525	1.0	1125966at2759_1523793at2759	na	na	999	gold	ortholog	Cytochrome b (EC 7.1.1.8) (Complex III subunit 3) (Complex III subunit CYTB) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Cytochrome b-c1 complex subunit CYTB) (Ubiquinol-cytochrome c oxidoreductase complex cytochrome b subunit)	Cytochrome b-c1 complex subunit 8, mitochondrial (Complex III subunit 8) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 8) (Ubiquinol-cytochrome c reductase complex 11 kDa protein) (Ubiquinone-binding protein QP-C)	Q0105	YJL166W	Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554, ECO:0000269|PubMed:8031140}; Multi-pass membrane protein {ECO:0000269|PubMed:10873857, ECO:0000269|PubMed:11880631, ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554, ECO:0000269|PubMed:8031140}.	Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Single-pass membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.	Transmembrane	Transmembrane	genetic,metabolism	metabolism	18390544, 10764779, 10873857, 10775262, 30598554, 11880631, 30598556, 24374639	21	both	6ymx_N	6t15_S	Q0105	YJL166W	Q0105	YJL166W
YLR246W_YOL110W	ERF2	SHR5	Q06551	P41912	1.0	1264614at2759_1305531at2759	0.5	0.167	992	na	na	Palmitoyltransferase ERF2 (EC 2.3.1.225) (DHHC cysteine-rich domain-containing protein ERF2) (Ras protein acyltransferase)	Ras modification protein ERF4 (Hyperactive Ras suppressor protein 5)	YLR246W	na	Endoplasmic reticulum membrane {ECO:0000269|PubMed:10490616, ECO:0000269|PubMed:12379641}; Multi-pass membrane protein {ECO:0000269|PubMed:10490616, ECO:0000269|PubMed:12379641}.	Endoplasmic reticulum membrane {ECO:0000269|PubMed:12379641}; Peripheral membrane protein {ECO:0000269|PubMed:12379641}.	Transmembrane	-	na	na	12193598, 24374639, 12379641	11	1	na	na	YLR246W	YOL110W	YLR246W	YOL110W
YDR255C_YIL097W	FYV10	RMD5	P40492	Q12508	1.0	1087488at2759_987270at2759	1	na	999	apms	ortholog	Protein FYV10 (EC 2.3.2.27) (Function required for yeast viability protein 10) (Glucose-induced degradation protein 9) (Probable E3 ubiquitin-protein ligase GID9)	E3 ubiquitin-protein ligase RMD5 (EC 2.3.2.27) (Glucose-induced degradation protein 2) (Required for meiotic nuclear division protein 5) (Sporulation protein RMD5)	YIL097W	YDR255C	Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	Cytoplasm {ECO:0000269|PubMed:12686616}.	-	Transmembrane	cellular,genetic	genetic	17322287, 22645139, 12686616, 22044534, 24374639	14	both	7ns4_i	7ns4_b	YIL097W	YDR255C	YDR255C	YIL097W
YCR009C_YDR388W	RVS167	RVS161	P39743	P25343	1.0	1090526at2759_1172471at2759	3.226	0.667	964	gold	na	Reduced viability upon starvation protein 167	Reduced viability upon starvation protein 161	YDR388W	YCR009C	Cytoplasm, cytoskeleton.	Cytoplasm, cytoskeleton.	-	-	genetic,cellular	genetic	24374639, 14562106	18	both	na	na	YDR388W	YCR009C	YCR009C	YDR388W
YBR002C_YDL193W	RER2	NUS1	P35196	Q12063	1.0	1362420at2759_1448374at2759	na	0	996	na	homolog	Dehydrodolichyl diphosphate synthase complex subunit RER2 (DEDOL-PP synthase) (EC 2.5.1.87) (Ditrans,polycis-polyprenyl diphosphate synthase ((2E,6E)-farnesyl diphosphate specific))	Dehydrodolichyl diphosphate synthase complex subunit NUS1 (EC 2.5.1.87) (Nuclear undecaprenyl pyrophosphate synthase 1)	YBR002C	YDL193W	Endoplasmic reticulum membrane {ECO:0000269|PubMed:11442630}; Peripheral membrane protein {ECO:0000269|PubMed:11442630}.	Endoplasmic reticulum membrane {ECO:0000305}; Single-pass membrane protein {ECO:0000305}. Lipid droplet {ECO:0000269|PubMed:10515935, ECO:0000269|PubMed:11086160, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14690591}. Nucleus membrane {ECO:0000269|PubMed:14690591}; Single-pass membrane protein {ECO:0000305}.	-	Transmembrane	metabolism	metabolism	25066056, 24374639	15	both	na	6jcn_B	YBR002C	YDL193W	YBR002C	YDL193W
YIL093C_YJR101W	RSM25	RSM26	P40496	P47141	1.0	1115569at2759_1527400at2759	0	na	995	apms	ortholog	37S ribosomal protein S25, mitochondrial (Mitochondrial small ribosomal subunit protein mS23)	37S ribosomal protein S26, mitochondrial (Mitochondrial small ribosomal subunit protein mS42)	YIL093C	YJR101W	Mitochondrion {ECO:0000269|PubMed:11278769, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	cellular	14562106, 28154081, 12392552, 25609543, 14562095, 11278769, 24374639	13	1	5mrf_UU	5mrf_33	YIL093C	YJR101W	YIL093C	YJR101W
YCR003W_YJL063C	MRPL8	MRPL32	P22353	P25348	1.0	1540433at2759_1600646at2759	na	na	998	na	ortholog	54S ribosomal protein L8, mitochondrial (Mitochondrial large ribosomal subunit protein bL17m) (YmL8)	54S ribosomal protein L32, mitochondrial (Mitochondrial large ribosomal subunit protein bL32m) (YmL32)	YJL063C	YCR003W	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	genetic	17322287, 24675956, 14562106, 25609543, 14576278, 14562095, 24374639	16	both	3j6b_L	3j6b_W	YJL063C	YCR003W	YCR003W	YJL063C
YGR076C_YML009C	MRPL25	MRPL39	P23369	P36533	1.0	1580122at2759_1634766at2759	na	na	na	na	ortholog	54S ribosomal protein L25, mitochondrial (Mitochondrial large ribosomal subunit protein mL59) (YmL25)	54S ribosomal protein L39, mitochondrial (Mitochondrial large ribosomal subunit protein bL33m) (YmL39)	YGR076C	YML009C	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	genetic	24675956, 14562106, 2060626, 25609543, 14562095, 24374639	12	both	3j6b_b	3j6b_X	YGR076C	YML009C	YGR076C	YML009C
YMR024W_YPR100W	MRPL51	MRPL3	Q06090	P36516	1.0	1620056at2759_877695at2759	na	na	998	na	ortholog	54S ribosomal protein L51, mitochondrial (Mitochondrial large ribosomal subunit protein mL43)	54S ribosomal protein L3, mitochondrial (Mitochondrial large ribosomal subunit protein mL44) (YmL3)	YPR100W	na	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	na	24675956, 12392552, 14562106, 25609543, 14576278, 14562095, 24374639	12	both	3j6b_4	3j6b_5	YPR100W	YMR024W	YMR024W	YPR100W
YKR081C_YOR294W	RRS1	RPF2	Q08746	P36160	1.0	1264304at2759_974865at2759	1.643	0	999	apms	ortholog	Regulator of ribosome biosynthesis	Ribosome biogenesis protein RPF2	YOR294W	YKR081C	Nucleus {ECO:0000269|PubMed:10688653}.	Nucleus, nucleolus {ECO:0000269|PubMed:12702244}.	-	-	genetic	genetic	24374639	9	both	7btb_w	7btb_v	YOR294W	YKR081C	YKR081C	YOR294W
YAR008W_YPL083C	SEN54	SEN34	Q02825	P39707	1.0	1617156at2759_1621103at2759	na	na	999	na	na	tRNA-splicing endonuclease subunit SEN54 (Splicing endonuclease of 54 kDa) (tRNA-intron endonuclease SEN54)	tRNA-splicing endonuclease subunit SEN34 (EC 4.6.1.16) (Splicing endonuclease of 34 kDa) (tRNA-intron endonuclease SEN34)	YPL083C	YAR008W	Nucleus {ECO:0000269|PubMed:12925762}. Endomembrane system {ECO:0000269|PubMed:12925762}; Peripheral membrane protein {ECO:0000269|PubMed:12925762}. Mitochondrion outer membrane {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}; Peripheral membrane protein {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}; Cytoplasmic side {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}. Note=The tRNA splicing endonuclease complex is predominantly associated with the outer membrane of mitochondria, suggesting that tRNA splicing mainly takes place on the mitochondrial surface.	Nucleus {ECO:0000269|PubMed:12925762}. Endomembrane system {ECO:0000269|PubMed:12925762}; Peripheral membrane protein {ECO:0000269|PubMed:12925762}. Mitochondrion outer membrane {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}; Peripheral membrane protein {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}; Cytoplasmic side {ECO:0000269|PubMed:12925762, ECO:0000269|PubMed:16823961}. Note=The tRNA splicing endonuclease complex is predominantly associated with the outer membrane of mitochondria, suggesting that tRNA splicing mainly takes place on the mitochondrial surface.	-	-	genetic	genetic	16823961, 12925762, 24374639, 9200603	8	2	na	na	YPL083C	YAR008W	YAR008W	YPL083C
YML014W_YNR046W	TRM112	TRM9	P53738	P49957	1.0	1465773at2759_996085at2759	2.722	na	999	apms	ortholog	Multifunctional methyltransferase subunit TRM112 (eRF1 methyltransferase subunit TRM112) (eRF1 MTase subunit TRM112) (tRNA methyltransferase 112)	tRNA (carboxymethyluridine(34)-5-O)-methyltransferase (EC 2.1.1.229) (tRNA (uracil-5-)-methyltransferase TRM9) (tRNA [Um34] methyltransferase) (tRNA methylase 9)	YNR046W	YML014W	Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	Cytoplasm {ECO:0000269|PubMed:14562095}. Nucleus {ECO:0000269|PubMed:14562095}.	-	-	genetic	genetic	15899842, 24374639, 14562095, 14562106	10	both	4qtu_C	na	YNR046W	YML014W	YML014W	YNR046W
YBL080C_YMR293C	HER2	PET112	Q03557	P33893	1.0	1195292at2759_898782at2759	0.5	0.833	999	na	ortholog	Glutamyl-tRNA(Gln) amidotransferase subunit A, mitochondrial (Glu-AdT subunit A) (EC 6.3.5.7) (HMG2-induced ER-remodeling protein 2) (Loss of respiratory capacity protein 6)	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial (Glu-AdT subunit B) (EC 6.3.5.-) (Cytochrome c oxidase assembly factor PET112)	YMR293C	YBL080C	Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03150, ECO:0000269|PubMed:11914276, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:19417106}.	Mitochondrion {ECO:0000255|HAMAP-Rule:MF_03147, ECO:0000269|PubMed:14576278, ECO:0000269|PubMed:19417106}.	-	-	genetic	genetic	19417106, 14576278, 24374639, 14562106	11	both	4n0i_A	4n0i_B	YMR293C	YBL080C	YBL080C	YMR293C
YBR120C_YPL215W	CBP3	CBP6	P21560	P07253	1.0	1428265at2759_1508191at2759	1.002	na	993	na	na	Protein CBP3, mitochondrial	Cytochrome B pre-mRNA-processing protein 6	YPL215W	YBR120C	Mitochondrion membrane.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}.	-	-	genetic	genetic	24374639, 14562106	13	both	na	na	YPL215W	YBR120C	YBR120C	YPL215W
YJL035C_YLR316C	TAD3	TAD2	Q9URQ3	P47058	1.0	1301800at2759_1616309at2759	1	0	999	na	ortholog	tRNA-specific adenosine deaminase subunit TAD3 (tRNA-specific adenosine-34 deaminase subunit TAD3)	tRNA-specific adenosine deaminase subunit TAD2 (EC 3.5.4.33) (tRNA-specific adenosine-34 deaminase subunit TAD2)	YLR316C	YJL035C	na	na	-	-	genetic	genetic	10550050, 24374639, 14562106	6	both	7bv5_D	7bv5_B	YLR316C	YJL035C	YJL035C	YLR316C
YGR285C_YHR064C	ZUO1	SSZ1	P32527	P38788	1.0	1392575at2759_646813at2759	5.751	1.5	999	lit	homolog	Zuotin (DnaJ-related protein ZUO1) (J protein ZUO1) (Heat shock protein 40 homolog ZUO1) (Ribosome-associated complex subunit ZUO1)	Ribosome-associated complex subunit SSZ1 (DnaK-related protein SSZ1) (Heat shock protein 70 homolog SSZ1) (Pleiotropic drug resistance protein 13)	YGR285C	na	Cytoplasm {ECO:0000269|PubMed:14562095}.	Cytoplasm {ECO:0000269|PubMed:14562095}.	-	-	genetic	na	17322287, 15908962, 14562106, 17330950, 11274393, 18407956, 17287358, 15456889, 19779198, 11054575, 14562095, 24374639	20	both	5dje_B	na	YGR285C	YHR064C	YGR285C	YHR064C
YDR367W_YKL004W	AUR1	KEI1	P36107	Q06346	1.0	1104835at2759_1461931at2759	0.5	0.5	992	na	na	Inositol phosphorylceramide synthase catalytic subunit AUR1 (IPC synthase catalytic subunit AUR1) (EC 2.-.-.-) (Aureobasidin A resistance protein) (Phosphatidylinositol:ceramide phosphoinositol transferase)	Inositol phosphorylceramide synthase regulatory subunit KEI1 (ICP synthase regulatory subunit KEI1) (KEX2-cleavable protein essential for inositol phosphorylceramide synthesis) [Cleaved into: KEI1N; KEI1C]	YKL004W	YDR367W	Golgi apparatus, Golgi stack membrane {ECO:0000269|PubMed:10888667, ECO:0000269|PubMed:19726565}; Multi-pass membrane protein {ECO:0000269|PubMed:10888667, ECO:0000269|PubMed:19726565}.	Golgi apparatus membrane {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:19726565}; Multi-pass membrane protein {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:19726565}.	Transmembrane	Transmembrane	na	na	19726565, 24374639, 14562106	16	na	na	na	YKL004W	YDR367W	YDR367W	YKL004W
YDR228C_YOR250C	PCF11	CLP1	P39081	Q08685	1.0	264854at2759_814241at2759	3.594	0	999	lit	ortholog	Protein PCF11 (protein 1 of CF I)	mRNA cleavage and polyadenylation factor CLP1	YDR228C	YOR250C	Nucleus {ECO:0000305}.	Nucleus {ECO:0000255|HAMAP-Rule:MF_03035}.	-	-	genetic	genetic	24374639, 11344258	23	2	1sza_C	4c0b_B	YDR228C	YOR250C	YDR228C	YOR250C
YDR237W_YDR462W	MRPL7	MRPL28	P36519	P36527	1.0	1173895at2759_1540771at2759	0	na	987	apms	ortholog	54S ribosomal protein L7, mitochondrial (Mitochondrial large ribosomal subunit protein uL5m) (YmL5) (YmL7)	54S ribosomal protein L28, mitochondrial (Mitochondrial large ribosomal subunit protein mL40) (YmL28)	YDR237W	YDR462W	Mitochondrion {ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	genetic	17322287, 24675956, 2060626, 25609543, 14576278, 9169867, 24374639	10	na	3j6b_E	3j6b_2	YDR237W	YDR462W	YDR237W	YDR462W
Q0105_YDR529C	COB	QCR7	P00163	P00128	1.0	1125966at2759_1606436at2759	na	na	999	na	ortholog	Cytochrome b (EC 7.1.1.8) (Complex III subunit 3) (Complex III subunit CYTB) (Complex III subunit III) (Cytochrome b-c1 complex subunit 3) (Cytochrome b-c1 complex subunit CYTB) (Ubiquinol-cytochrome c oxidoreductase complex cytochrome b subunit)	Cytochrome b-c1 complex subunit 7, mitochondrial (Complex III subunit 7) (Complex III subunit VII) (Ubiquinol-cytochrome c oxidoreductase subunit 7) (Ubiquinol-cytochrome c reductase 14 kDa protein)	Q0105	YDR529C	Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554, ECO:0000269|PubMed:8031140}; Multi-pass membrane protein {ECO:0000269|PubMed:10873857, ECO:0000269|PubMed:11880631, ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554, ECO:0000269|PubMed:8031140}.	Mitochondrion inner membrane {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Peripheral membrane protein {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}; Matrix side {ECO:0000269|PubMed:18390544, ECO:0000269|PubMed:30598554}.	Transmembrane	-	genetic,metabolism	metabolism	18390544, 10873857, 10775262, 24374639, 10764779, 11880631, 30598556, 30598554	21	1	6ymx_N	6t15_R	Q0105	YDR529C	Q0105	YDR529C
YHL004W_YIL093C	RSM25	MRP4	P40496	P32902	1.0	1115569at2759_573006at2759	0.022	na	994	apms	ortholog	37S ribosomal protein S25, mitochondrial (Mitochondrial small ribosomal subunit protein mS23)	37S ribosomal protein MRP4, mitochondrial (Mitochondrial small ribosomal subunit protein uS2m)	YIL093C	YHL004W	Mitochondrion {ECO:0000269|PubMed:11278769, ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:16823961}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	genetic	14562106, 28154081, 12392552, 25609543, 14562095, 11278769, 24374639	14	both	5mrf_UU	5mrf_BB	YIL093C	YHL004W	YHL004W	YIL093C
YJL096W_YPR100W	MRPL49	MRPL51	P40858	Q06090	1.0	1586807at2759_1620056at2759	na	na	863	na	ortholog	54S ribosomal protein L49, mitochondrial (Mitochondrial large ribosomal subunit protein bL21m) (YmL49)	54S ribosomal protein L51, mitochondrial (Mitochondrial large ribosomal subunit protein mL43)	YJL096W	YPR100W	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	Mitochondrion {ECO:0000269|PubMed:14562095, ECO:0000269|PubMed:14576278}. Note=Mitoribosomes are tethered to the mitochondrial inner membrane and spatially aligned with the membrane insertion machinery through two distinct membrane contact sites, formed by the 21S rRNA expansion segment 96-ES1 and the inner membrane protein MBA1. {ECO:0000269|PubMed:25609543}.	-	-	genetic	genetic	24675956, 12392552, 14562106, 25609543, 14576278, 14562095, 24374639	14	2	3j6b_N	3j6b_4	YJL096W	YPR100W	YJL096W	YPR100W
YGR181W_YJR135W-A	TIM13	TIM8	P53299	P57744	1.0	1566384at2759_1593287at2759	1.037	na	999	na	ortholog	Mitochondrial import inner membrane translocase subunit TIM13	Mitochondrial import inner membrane translocase subunit TIM8	YGR181W	YJR135W-A	Mitochondrion inner membrane {ECO:0000269|PubMed:10469659}; Peripheral membrane protein {ECO:0000269|PubMed:10469659}; Intermembrane side {ECO:0000269|PubMed:10469659}. Mitochondrion intermembrane space {ECO:0000269|PubMed:22984289}.	Mitochondrion inner membrane {ECO:0000269|PubMed:10397776, ECO:0000269|PubMed:10469659, ECO:0000269|PubMed:16823961}; Peripheral membrane protein {ECO:0000269|PubMed:10397776, ECO:0000269|PubMed:10469659, ECO:0000269|PubMed:16823961}; Intermembrane side {ECO:0000269|PubMed:10397776, ECO:0000269|PubMed:10469659}. Mitochondrion intermembrane space {ECO:0000269|PubMed:22984289}. Note=Import into inner membrane protein requires TIM5 function.	-	-	cellular,genetic	genetic,cellular	17322287, 10469659, 10995434, 22984289, 11509656, 11101512, 24374639, 12221072	14	both	3cjh_K	3cjh_L	YGR181W	YJR135W-A	YGR181W	YJR135W-A
